t_state,p_name,p_year,p_tnum,t_manu,t_model,t_cap,t_ttlh,xlong,ylat,Range
ID,Camp Reed,2010,15,GE Wind,GE1.5-82.5,1500,121.3,-115.05998999999998,42.808094,1000 - 2000
ID,Camp Reed,2010,15,GE Wind,GE1.5-82.5,1500,121.3,-115.06578799999998,42.822495,1000 - 2000
ID,Camp Reed,2010,15,GE Wind,GE1.5-82.5,1500,121.3,-115.06478899999999,42.813194,1000 - 2000
ID,Camp Reed,2010,15,GE Wind,GE1.5-82.5,1500,121.3,-115.04918700000002,42.825195,1000 - 2000
ID,Camp Reed,2010,15,GE Wind,GE1.5-82.5,1500,121.3,-115.04918700000002,42.808594,1000 - 2000
ID,Camp Reed,2010,15,GE Wind,GE1.5-82.5,1500,121.3,-115.04908799999998,42.816193,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.82579,32.791294,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.825089,32.743393,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.803291,32.755695,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.809288,32.789192,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.836288,32.772095,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.763092,32.756893,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.80069,32.744293,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.805588,32.770794,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.779892,32.751095,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.797691,32.765392,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.81979399999999,32.740691999999996,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.747589,32.777195,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.808495,32.804295,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.81369000000001,32.747993,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.75269300000001,32.753395000000005,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.82079300000001,32.786594,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.806389,32.746593,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.848488,32.755695,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.825188,32.775494,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.847092,32.765694,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.840294,32.752396000000005,1000 - 2000
TX,Camp Springs,2007,87,GE Wind,GE1.5-77,1500,118.6,-100.83049,32.768295,1000 - 2000
TX,Camp Springs II,2007,21,GE Wind,GE1.5-77,1500,118.6,-100.873993,32.762493,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.798592,32.695496,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.829491,32.726795,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.77549,32.702793,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.784492,32.707294,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.78479,32.698192999999996,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.79929399999999,32.724594,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.77889300000001,32.714695,1000 - 2000
TX,Camp Springs II,2007,21,GE Wind,GE1.5-77,1500,118.6,-100.89579,32.799892,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.791389,32.717293,1000 - 2000
TX,Camp Springs II,2007,21,GE Wind,GE1.5-77,1500,118.6,-100.87999,32.781693,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.78199000000001,32.725693,1000 - 2000
TX,Camp Springs II,2007,21,GE Wind,GE1.5-77,1500,118.6,-100.89949,32.802994,1000 - 2000
TX,Camp Springs II,2007,21,GE Wind,GE1.5-77,1500,118.6,-100.88229399999999,32.782593,1000 - 2000
TX,Camp Springs II,2007,21,GE Wind,GE1.5-77,1500,118.6,-100.876595,32.763096000000004,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.781189,32.715893,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.805092,32.698692,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.786987,32.715096,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.768394,32.719193,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.838593,32.731293,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.791489,32.701492,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.78429399999999,32.726894,1000 - 2000
TX,Camp Springs II,2008,59,GE Wind,GE1.5-77,1500,118.6,-100.795792,32.703693,1000 - 2000
TX,Camp Springs II,2007,21,GE Wind,GE1.5-77,1500,118.6,-100.89899399999999,32.783195,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.258827,45.748554,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.27198800000001,45.76305,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.283562,45.813274,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.30883,45.810871,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.287598,45.807091,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.26162,45.813765999999994,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.261818,45.830372,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.280075,45.814777,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.292824,45.808094,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.292473,45.784515,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.310028,45.82066,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.292923,45.816441,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.305977,45.804512,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.269623,45.813751,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.270714,45.769711,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.239326,45.741833,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.23645,45.750534,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.262367,45.747211,1000 - 2000
SD,Campbell County,2015,55,GE Wind,GE1.7-103,1700,131.4,-100.270599,45.757469,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-105.993385,43.006493,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-106.001686,43.017094,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-105.975792,43.026295000000005,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-106.02098799999999,42.999294,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-106.01348899999999,42.995094,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-105.993385,43.018791,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-106.00109099999999,43.035492,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-106.00068700000001,43.010895,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-105.98159,43.024291999999996,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-106.03079199999999,42.981891999999995,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-106.01888999999998,42.997593,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-105.98388700000001,43.030094,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-106.00508899999998,43.026192,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-106.021286,42.995094,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-105.98519099999999,43.032092999999996,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-105.97818799999999,43.020592,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-106.02118700000001,43.005795,1000 - 2000
WY,Campbell Hill,2009,66,GE Wind,GE1.5-77,1500,118.6,-105.99368999999999,43.016391999999996,1000 - 2000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.038589,35.634995,2000 - 3000
OK,Canadian Hills,2012,62,Mitsubishi,MWT102/2.4,2400,131.1,-98.115791,35.675292999999996,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.023895,35.621494,2000 - 3000
OK,Canadian Hills,2012,62,Mitsubishi,MWT102/2.4,2400,131.1,-98.155991,35.685894,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.027695,35.635895,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.032089,35.620293,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.067291,35.633793,2000 - 3000
OK,Canadian Hills,2012,62,Mitsubishi,MWT102/2.4,2400,131.1,-98.12339,35.662495,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.08989,35.663193,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.015594,35.633896,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.00729399999999,35.617596,2000 - 3000
OK,Canadian Hills,2012,62,Mitsubishi,MWT102/2.4,2400,131.1,-98.082092,35.646694000000004,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.111694,35.657295,2000 - 3000
OK,Canadian Hills,2012,62,Mitsubishi,MWT102/2.4,2400,131.1,-98.137589,35.683792,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.10539200000001,35.657295,2000 - 3000
OK,Canadian Hills,2012,62,Mitsubishi,MWT102/2.4,2400,131.1,-98.124992,35.676193,2000 - 3000
OK,Canadian Hills,2012,62,Mitsubishi,MWT102/2.4,2400,131.1,-98.094093,35.646694000000004,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.096191,35.656895,2000 - 3000
OK,Canadian Hills,2012,62,Mitsubishi,MWT102/2.4,2400,131.1,-98.156891,35.699696,2000 - 3000
OK,Canadian Hills,2012,62,Mitsubishi,MWT102/2.4,2400,131.1,-98.13839,35.664295,2000 - 3000
OK,Canadian Hills,2012,62,Mitsubishi,MWT102/2.4,2400,131.1,-98.141891,35.683193,2000 - 3000
OK,Canadian Hills,2012,62,Mitsubishi,MWT102/2.4,2400,131.1,-98.200195,35.697796000000004,2000 - 3000
OK,Canadian Hills,2012,62,Mitsubishi,MWT102/2.4,2400,131.1,-98.12999,35.676094,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.02709200000001,35.621494,2000 - 3000
OK,Canadian Hills,2012,62,Mitsubishi,MWT102/2.4,2400,131.1,-98.090492,35.646694000000004,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.025391,35.613194,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.046593,35.654896,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.000793,35.617492999999996,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.022194,35.613194,2000 - 3000
OK,Canadian Hills,2012,62,Mitsubishi,MWT102/2.4,2400,131.1,-98.181694,35.697594,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.093391,35.662895,2000 - 3000
OK,Canadian Hills,2012,62,Mitsubishi,MWT102/2.4,2400,131.1,-98.13799300000001,35.692196,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.02869399999999,35.643593,2000 - 3000
OK,Canadian Hills,2012,73,REpower,MM92,2050,124.7,-98.01089499999999,35.642193,2000 - 3000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.436592,37.419495,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.430092,37.398792,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.43489100000001,37.388493,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.46149399999999,37.421192,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.44519,37.390194,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.41349,37.412292,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.412193,37.440594,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.442894,37.397490999999995,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.44839499999999,37.444492,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.441895,37.430492,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.449188,37.434792,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.410393,37.434994,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.421494,37.426594,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.430595,37.451392999999996,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.41838800000001,37.449692,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.451988,37.441193,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.453789,37.434292,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.439995,37.435593,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.416794,37.412994,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.47789,37.418594,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.460991,37.444794,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.399895,37.410892,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.406693,37.412292,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.418289,37.427494,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.42789499999999,37.459891999999996,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.406593,37.420094,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.410095,37.412292,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.413689,37.434193,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.408089,37.440594,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.45809200000001,37.421394,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.45188900000001,37.392094,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.40889,37.406494,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.45519300000001,37.391594,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.45829,37.443591999999995,1000 - 2000
KS,Caney River,2011,111,Vestas,V90-1.8,1800,125.0,-96.474991,37.417694,1000 - 2000
IA,Cannon 1,2009,1,EWT,DW-54-900,900,102.1,-92.368904,42.73275,< 1000
ME,Canton Mountain,2017,8,GE Wind,GE2.85-103,2850,136.6,-70.30319200000001,44.514629,2000 - 3000
ME,Canton Mountain,2017,8,GE Wind,GE2.85-103,2850,136.6,-70.30328399999999,44.510708,2000 - 3000
ME,Canton Mountain,2017,8,GE Wind,GE2.85-103,2850,136.6,-70.301132,44.518677000000004,2000 - 3000
ME,Canton Mountain,2017,8,GE Wind,GE2.85-103,2850,136.6,-70.303886,44.512718,2000 - 3000
ME,Canton Mountain,2017,8,GE Wind,GE2.85-103,2850,136.6,-70.30261999999999,44.516459999999995,2000 - 3000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.902695,31.864294,2000 - 3000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.95725999999999,32.029808,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.78411899999999,31.890551000000002,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.950592,32.035793,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.78939100000001,31.901995,1000 - 2000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.93309,31.896694,2000 - 3000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.88419300000001,31.884895,2000 - 3000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.93549300000001,31.992395000000002,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.952438,32.020542,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.99511700000001,31.999544,1000 - 2000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.878395,31.875795,2000 - 3000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.92999300000001,31.898195,2000 - 3000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.831047,31.897127,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.79549399999999,31.898994000000002,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.816895,31.882496000000003,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.96929200000001,32.024696,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.803093,31.874994,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.786789,31.900995,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.813889,31.882996000000002,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.831062,31.876453,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.846046,31.875427000000002,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.842056,31.912542,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.84859499999999,31.875795,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.789795,31.888494,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.78199000000001,31.892096000000002,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.953041,31.996445,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.825195,31.875694,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.941895,31.992096000000004,1000 - 2000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.866196,31.877495,2000 - 3000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.933525,32.023967999999996,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.954994,32.018894,1000 - 2000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.90479300000001,31.871695000000003,2000 - 3000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-101.00361600000001,32.011837,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.796188,31.888994,1000 - 2000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.932289,31.869696,2000 - 3000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.889595,31.886095,2000 - 3000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.944626,32.014336,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.848091,31.917894,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.969589,32.014194,1000 - 2000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.863495,31.908495000000002,2000 - 3000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.82019,31.874395,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.994293,32.008896,1000 - 2000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.947792,31.893894,2000 - 3000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.922691,31.908895,2000 - 3000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.876991,31.893595,2000 - 3000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.85979499999999,31.884596000000002,2000 - 3000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.85419499999999,31.877396,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.931496,32.018494,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.862648,31.895940999999997,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.843292,31.875795,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.938591,32.022995,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-101.001091,32.011196000000005,1000 - 2000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.867889,31.886696,2000 - 3000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.850922,31.876728000000004,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.967789,32.019794,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.983192,32.025894,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.823792,31.897995,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.962685,32.030239,1000 - 2000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.87688399999999,31.907974,2000 - 3000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.827095,31.897295,1000 - 2000
TX,Capricorn Ridge,2007,143,GE Wind,GE1.5-91,1500,125.6,-100.946991,32.022896,1000 - 2000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.928795,31.834995000000003,2000 - 3000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.89489,31.884794,2000 - 3000
TX,Capricorn Ridge,2007,64,Siemens Gamesa Renewable Energy,SWT-2.3-108,2300,134.1,-100.908691,31.871395,2000 - 3000
TX,Capricorn Ridge expansion,2008,124,GE Wind,GE1.5-91,1500,125.6,-100.969475,31.883724,1000 - 2000
TX,Capricorn Ridge expansion,2008,28,GE Wind,GE1.5-87,1500,123.4,-100.983192,31.886395,1000 - 2000
TX,Capricorn Ridge expansion,2008,124,GE Wind,GE1.5-91,1500,125.6,-100.938103,31.973060999999998,1000 - 2000
TX,Capricorn Ridge expansion,2008,28,GE Wind,GE1.5-87,1500,123.4,-100.989891,31.911594,1000 - 2000
TX,Capricorn Ridge expansion,2008,124,GE Wind,GE1.5-91,1500,125.6,-100.944389,31.905495000000002,1000 - 2000
TX,Capricorn Ridge expansion,2008,47,GE Wind,GE1.5-91,1500,125.6,-101.006294,31.898596,1000 - 2000
TX,Capricorn Ridge expansion,2008,124,GE Wind,GE1.5-91,1500,125.6,-100.912651,31.945786,1000 - 2000
TX,Capricorn Ridge expansion,2008,47,GE Wind,GE1.5-91,1500,125.6,-101.021019,31.953429999999997,1000 - 2000
TX,Capricorn Ridge expansion,2008,28,GE Wind,GE1.5-87,1500,123.4,-100.98593100000001,31.893377,1000 - 2000
TX,Capricorn Ridge expansion,2008,47,GE Wind,GE1.5-91,1500,125.6,-101.031349,31.927542,1000 - 2000
TX,Capricorn Ridge expansion,2008,28,GE Wind,GE1.5-87,1500,123.4,-100.983192,31.911394,1000 - 2000
TX,Capricorn Ridge expansion,2008,28,GE Wind,GE1.5-87,1500,123.4,-100.986389,31.899395000000002,1000 - 2000
